ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Swatches Attributes","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 1 default","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 2 default","Download 1 ID","Download 1 name","Download 1 URL","Meta: _product_url"
517,variable,,"Check wool suit blazer",1,0,visible,"Product categories and tags work in much the same way as normal categories and tags you have when writing posts in WordPress. They can be created, edited, and selected at any time.","[elementor-template id=""455""]",,,taxable,,1,,,0,0,,,,,1,,,,Women,"clean, fashion, m1, m1-2, nova, suits, trends, women, woocommerce",,"https://robeto.novaworks.net/wp-content/uploads/2022/09/p06_01.jpg, https://robeto.novaworks.net/wp-content/uploads/2022/09/p06_02.jpg, https://robeto.novaworks.net/wp-content/uploads/2022/09/p02_02.jpg, https://robeto.novaworks.net/wp-content/uploads/2022/09/p01_01.jpg, https://robeto.novaworks.net/wp-content/uploads/2022/09/p01_02.jpg, https://robeto.novaworks.net/wp-content/uploads/2022/09/p07_01.jpg",,,,,,,,,0,"{""Color"":{""name"":""Color"",""type"":""color"",""terms"":{""Blue"":{""name"":""Blue"",""color"":""#1e73be"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Gray"":{""name"":""Gray"",""color"":""#d1d1d1"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#81d742"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#dd3333"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#eeee22"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}},""Size"":{""name"":""Size"",""type"":""button"",""terms"":{""35"":{""name"":""35"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""36"":{""name"":""36"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""37"":{""name"":""37"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""38"":{""name"":""38"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""39"":{""name"":""39"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""40"":{""name"":""40"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",Color,"Blue, Gray, Green, Red, Yellow",1,1,Red,Size,"35, 36, 37, 38, 39, 40",1,1,36,,,,
518,variation,,"Check wool suit blazer - Blue, 35",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:517,,,,,,1,,Color,Blue,,1,,Size,35,,1,,,,,
519,variation,,"Check wool suit blazer - Blue, 36",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:517,,,,,,2,,Color,Blue,,1,,Size,36,,1,,,,,
520,variation,,"Check wool suit blazer - Blue, 37",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:517,,,,,,3,,Color,Blue,,1,,Size,37,,1,,,,,
521,variation,,"Check wool suit blazer - Blue, 38",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:517,,,,,,4,,Color,Blue,,1,,Size,38,,1,,,,,
522,variation,,"Check wool suit blazer - Blue, 39",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:517,,,,,,5,,Color,Blue,,1,,Size,39,,1,,,,,
523,variation,,"Check wool suit blazer - Blue, 40",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:517,,,,,,6,,Color,Blue,,1,,Size,40,,1,,,,,
524,variation,,"Check wool suit blazer - Gray, 35",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:517,,,,,,7,,Color,Gray,,1,,Size,35,,1,,,,,
525,variation,,"Check wool suit blazer - Gray, 36",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:517,,,,,,8,,Color,Gray,,1,,Size,36,,1,,,,,
526,variation,,"Check wool suit blazer - Gray, 37",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:517,,,,,,9,,Color,Gray,,1,,Size,37,,1,,,,,
527,variation,,"Check wool suit blazer - Gray, 38",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:517,,,,,,10,,Color,Gray,,1,,Size,38,,1,,,,,
528,variation,,"Check wool suit blazer - Gray, 39",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:517,,,,,,11,,Color,Gray,,1,,Size,39,,1,,,,,
529,variation,,"Check wool suit blazer - Gray, 40",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:517,,,,,,12,,Color,Gray,,1,,Size,40,,1,,,,,
530,variation,,"Check wool suit blazer - Green, 35",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:517,,,,,,13,,Color,Green,,1,,Size,35,,1,,,,,
531,variation,,"Check wool suit blazer - Green, 36",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:517,,,,,,14,,Color,Green,,1,,Size,36,,1,,,,,
532,variation,,"Check wool suit blazer - Green, 37",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:517,,,,,,15,,Color,Green,,1,,Size,37,,1,,,,,
533,variation,,"Check wool suit blazer - Green, 38",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:517,,,,,,16,,Color,Green,,1,,Size,38,,1,,,,,
534,variation,,"Check wool suit blazer - Green, 39",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:517,,,,,,17,,Color,Green,,1,,Size,39,,1,,,,,
535,variation,,"Check wool suit blazer - Green, 40",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:517,,,,,,18,,Color,Green,,1,,Size,40,,1,,,,,
536,variation,,"Check wool suit blazer - Red, 35",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:517,,,,,,19,,Color,Red,,1,,Size,35,,1,,,,,
537,variation,,"Check wool suit blazer - Red, 36",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:517,,,,,,20,,Color,Red,,1,,Size,36,,1,,,,,
538,variation,,"Check wool suit blazer - Red, 37",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:517,,,,,,21,,Color,Red,,1,,Size,37,,1,,,,,
539,variation,,"Check wool suit blazer - Red, 38",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:517,,,,,,22,,Color,Red,,1,,Size,38,,1,,,,,
540,variation,,"Check wool suit blazer - Red, 39",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:517,,,,,,23,,Color,Red,,1,,Size,39,,1,,,,,
541,variation,,"Check wool suit blazer - Red, 40",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:517,,,,,,24,,Color,Red,,1,,Size,40,,1,,,,,
542,variation,,"Check wool suit blazer - Yellow, 35",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:517,,,,,,25,,Color,Yellow,,1,,Size,35,,1,,,,,
543,variation,,"Check wool suit blazer - Yellow, 36",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:517,,,,,,26,,Color,Yellow,,1,,Size,36,,1,,,,,
544,variation,,"Check wool suit blazer - Yellow, 37",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:517,,,,,,27,,Color,Yellow,,1,,Size,37,,1,,,,,
545,variation,,"Check wool suit blazer - Yellow, 38",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:517,,,,,,28,,Color,Yellow,,1,,Size,38,,1,,,,,
546,variation,,"Check wool suit blazer - Yellow, 39",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:517,,,,,,29,,Color,Yellow,,1,,Size,39,,1,,,,,
547,variation,,"Check wool suit blazer - Yellow, 40",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:517,,,,,,30,,Color,Yellow,,1,,Size,40,,1,,,,,
550,simple,,"Striped suit blazer",1,0,visible,"Product categories and tags work in much the same way as normal categories and tags you have when writing posts in WordPress. They can be created, edited, and selected at any time.","[elementor-template id=""455""]",,,taxable,,0,,,0,0,,,,,1,,,120,Women,"clean, fashion, m1, m1-2, nova, suits, trends, women, woocommerce",,"https://robeto.novaworks.net/wp-content/uploads/2022/09/p07_01.jpg, https://robeto.novaworks.net/wp-content/uploads/2022/09/p07_02.jpg, https://robeto.novaworks.net/wp-content/uploads/2022/09/p01_02.jpg, https://robeto.novaworks.net/wp-content/uploads/2022/09/p01_03.jpg, https://robeto.novaworks.net/wp-content/uploads/2022/09/p01_05.jpg, https://robeto.novaworks.net/wp-content/uploads/2022/09/p02_02.jpg",,,,,,,,,0,,,,,,,,,,,,,,,
553,simple,,"Oversized suit jacket",1,0,visible,"Product categories and tags work in much the same way as normal categories and tags you have when writing posts in WordPress. They can be created, edited, and selected at any time.","[elementor-template id=""455""]",,,taxable,,1,,,0,0,,,,,1,,,69,Women,"clean, fashion, m1, m1-2, nova, suits, trends, women, woocommerce",,"https://robeto.novaworks.net/wp-content/uploads/2022/09/p08_01.jpg, https://robeto.novaworks.net/wp-content/uploads/2022/09/p08_02.jpg, https://robeto.novaworks.net/wp-content/uploads/2022/09/p01_02.jpg, https://robeto.novaworks.net/wp-content/uploads/2022/09/p01_03.jpg, https://robeto.novaworks.net/wp-content/uploads/2022/09/p01_04.jpg, https://robeto.novaworks.net/wp-content/uploads/2022/09/p02_01.jpg",,,,,,,,,0,,,,,,,,,,,,,,,
556,variable,,"Double-breasted check blazer",1,0,visible,"Product categories and tags work in much the same way as normal categories and tags you have when writing posts in WordPress. They can be created, edited, and selected at any time.","[elementor-template id=""455""]",,,taxable,,1,,,0,0,,,,,1,,,,Women,"clean, fashion, m1, m1-2, nova, suits, trends, women, woocommerce",,"https://robeto.novaworks.net/wp-content/uploads/2022/09/p09_01.jpg, https://robeto.novaworks.net/wp-content/uploads/2022/09/p09_02.jpg, https://robeto.novaworks.net/wp-content/uploads/2022/09/p02_02.jpg, https://robeto.novaworks.net/wp-content/uploads/2022/09/p01_01.jpg, https://robeto.novaworks.net/wp-content/uploads/2022/09/p01_02.jpg, https://robeto.novaworks.net/wp-content/uploads/2022/09/p02_01.jpg",,,,,,,,,0,"{""Color"":{""name"":""Color"",""type"":""color"",""terms"":{""Blue"":{""name"":""Blue"",""color"":""#1e73be"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Gray"":{""name"":""Gray"",""color"":""#d1d1d1"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#81d742"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#dd3333"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#eeee22"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}},""Size"":{""name"":""Size"",""type"":""button"",""terms"":{""35"":{""name"":""35"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""36"":{""name"":""36"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""37"":{""name"":""37"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""38"":{""name"":""38"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""39"":{""name"":""39"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""40"":{""name"":""40"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",Color,"Blue, Gray, Green, Red, Yellow",1,1,Red,Size,"35, 36, 37, 38, 39, 40",1,1,36,,,,
557,variation,,"Double-breasted check blazer - Blue, 35",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:556,,,,,,1,,Color,Blue,,1,,Size,35,,1,,,,,
558,variation,,"Double-breasted check blazer - Blue, 36",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:556,,,,,,2,,Color,Blue,,1,,Size,36,,1,,,,,
559,variation,,"Double-breasted check blazer - Blue, 37",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:556,,,,,,3,,Color,Blue,,1,,Size,37,,1,,,,,
560,variation,,"Double-breasted check blazer - Blue, 38",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:556,,,,,,4,,Color,Blue,,1,,Size,38,,1,,,,,
561,variation,,"Double-breasted check blazer - Blue, 39",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,79,,,,,,,id:556,,,,,,5,,Color,Blue,,1,,Size,39,,1,,,,,
